record_id,total_inflow_btc,total_outflow_btc,avg_tx_value,tx_count_in,tx_count_out,active_duration_days,in_out_ratio,temporal_entropy,address_count,entity_label
1466,241.0697,272.8365,9.179063,13581,15601,4724,2.8288,0.9488,7466,5
1467,4885.8711,2997.3097,12.638368,18241,14334,957,2.2902,0.5746,2720,4
1468,2034.5457,4512.0174,20.331886,17911,10405,2115,5.3212,0.7593,8114,9
1469,4353.7685,1916.083,19.158285,10217,11167,1116,1.7812,0.0895,12925,7
1470,3911.9296,1081.6717,39.733165,6230,933,1782,8.0241,0.4927,9216,4
1471,2835.0856,2212.8923,22.815895,13344,18048,2827,4.8952,0.901,152,7
1472,3692.2487,241.8231,8.538496,2099,8749,651,5.7812,0.877,8205,4
1473,4392.579,4102.4397,13.360568,15439,15578,1877,1.5591,0.0468,8907,9
1474,2020.7076,4131.7058,25.455718,7866,15016,341,3.3133,0.3037,11343,5
1475,1635.1725,2940.0064,7.372781,16558,16109,2951,4.1599,0.4433,3626,4
1476,3337.9703,1765.5209,30.582823,12212,1105,3376,8.1013,0.1723,8441,1
1477,4039.2316,3998.9188,28.287409,501,17655,2446,7.7246,0.73,1145,9
1478,3811.4281,2773.4396,35.735144,3647,12937,2751,2.3075,0.1845,4483,9
1479,3989.0703,4129.6633,46.885237,18748,9602,2145,6.2002,0.3466,4535,5
1480,2177.9222,3157.2976,45.612737,10049,3647,1355,2.5102,0.6633,11536,6
1481,4089.1729,3922.0295,47.303786,11345,14961,3277,9.8836,0.4821,14636,2
1482,601.0541,2992.819,12.235855,18281,14879,449,9.526,0.7386,721,2
1483,2722.45,2070.7112,6.578352,9911,18439,4173,5.6763,0.9612,4569,6
1484,28.8032,4789.7297,15.113905,1779,9146,4992,7.0191,0.1165,3230,9
1485,1622.9359,2705.5737,44.754269,12985,18227,4645,8.0342,0.7096,1007,3
1486,1832.314,3025.4515,48.602677,19442,2803,798,7.2379,0.2303,4729,1
1487,1980.8695,1102.446,42.966262,5191,16366,3497,7.0283,0.4145,11491,8
1488,3477.3391,3128.2577,5.500975,15305,6106,4911,9.5897,0.0329,10661,8
1489,1942.7966,2858.0425,47.371405,6998,18945,2183,6.0049,0.1359,7100,5
1490,2243.4736,924.2001,21.167959,12021,19422,3327,6.3994,0.3198,7117,1
1491,1187.7283,297.9449,0.465614,4748,2750,646,8.5078,0.342,12312,2
1492,1866.2652,3021.8006,22.119743,9287,16975,720,6.7319,0.8996,3814,4
1493,1136.3559,3818.4637,2.303554,46,17753,1523,7.356,0.7418,538,4
1494,365.9889,2617.0116,27.193942,7759,10182,1070,2.4183,0.9722,11017,8
1495,3017.2469,1133.8709,16.927768,19586,1362,4744,3.7755,0.5991,2686,9
1496,3341.0673,3332.6132,23.671799,456,3774,4888,1.5583,0.2417,1981,2
1497,3097.4555,400.5378,30.658557,9855,13496,4675,5.1071,0.3277,5907,1
1498,2317.4756,2209.1741,43.440068,19309,2065,3076,4.6117,0.3198,540,9
1499,1898.9351,816.8422,33.095113,17350,18800,3808,9.9719,0.3265,7047,7
1500,4316.6696,922.3034,21.7025,1529,19336,3362,6.151,0.673,12077,6
1501,2595.4137,1011.4777,40.971411,2977,5617,2157,7.8858,0.5308,12246,8
1502,2395.9146,1933.5414,45.279116,19456,7976,4556,3.4067,0.3854,11392,2
1503,128.2201,255.7605,5.988086,13289,10961,2314,8.3323,0.1491,7262,5
1504,1706.2457,1988.9732,26.596696,6388,15325,3506,6.1893,0.0221,14015,4
1505,1900.9843,2558.5421,14.22567,2522,6244,4140,7.0002,0.2188,12709,4
1506,1994.1199,2416.4766,2.353155,6526,9561,633,3.0149,0.1075,8676,9
1507,2900.866,1913.9267,33.427368,1127,14685,2200,5.5315,0.7854,9221,7
1508,2668.0174,4195.7346,43.138553,13349,8331,3064,6.377,0.1125,6301,0
1509,3039.5294,726.642,8.145216,7717,4924,2911,5.932,0.7242,52,0
1510,3824.4187,2528.4887,40.620702,16103,6468,623,9.1604,0.3857,8435,2
1511,4064.9306,310.2165,42.669801,3405,6077,361,8.9929,0.0734,1687,1
1512,3590.6182,355.7877,45.717031,4493,8002,2368,9.7127,0.8127,2822,1
1513,4777.6189,2869.3335,13.264328,2344,15304,210,6.7075,0.5796,6564,1
1514,91.1727,2830.0965,45.197663,107,17700,3468,9.7219,0.2358,8121,3
1515,978.898,4390.1688,16.033206,15196,16458,931,8.3415,0.8947,8097,0
1516,37.8243,2789.3728,27.616945,13242,8676,4585,2.7812,0.0453,10033,9
1517,3237.3771,4798.9555,2.525468,19539,12304,3944,4.3316,0.2018,8617,8
1518,4490.1538,243.4838,2.19415,12576,17934,4697,2.4601,0.752,10320,4
1519,1217.419,490.0474,36.018689,4802,17744,4870,0.1416,0.7094,8887,4
1520,4635.1735,220.3389,22.224054,5581,15129,878,1.9617,0.2893,8546,8
1521,301.3463,926.3924,12.814693,16599,18281,4796,0.1402,0.062,3691,4
1522,4672.1808,2706.3551,9.520756,5401,6660,2500,7.2264,0.8581,1690,7
1523,1758.1199,3227.8645,33.497708,6876,5247,2524,4.3128,0.3137,8485,0
1524,507.1131,227.9353,0.020177,8657,6968,4352,3.1945,0.1957,717,0
1525,2429.3639,4729.855,40.294578,6248,6662,392,7.641,0.5161,7284,3
1526,1283.8903,4210.8285,3.962572,6178,12417,3903,8.3416,0.9102,12817,7
1527,1424.3717,1483.0694,9.574562,7270,511,2322,9.7555,0.0435,4576,2
1528,1536.4568,385.9469,19.311881,14975,8615,4941,6.4559,0.7658,4573,0
1529,4015.1315,849.4437,24.242988,14038,2433,3982,4.6691,0.5725,12313,8
1530,2695.811,634.7308,17.74982,18757,1907,139,3.1221,0.4254,10671,8
1531,1556.5454,616.4277,16.035676,16168,15555,103,2.301,0.7441,10557,8
1532,3051.6728,2592.8133,48.195804,10381,16449,484,2.208,0.9658,638,8
1533,3580.7562,1229.2448,32.07902,6618,4929,4320,4.151,0.2292,7980,1
1534,1363.1273,1790.705,1.171745,304,4711,4074,9.9187,0.1436,10598,3
1535,2067.7514,4947.5268,21.508852,12684,11541,1849,0.1085,0.9129,9492,1
1536,609.4392,3421.5744,43.750447,16718,6125,1885,2.0523,0.669,3949,6
1537,905.7549,4744.9038,15.072879,11026,7838,3206,1.9651,0.438,8882,2
1538,3405.5925,712.7913,4.727908,18716,15584,2162,7.1995,0.5733,12632,8
1539,907.1999,1910.7036,37.919263,4562,17185,1465,3.5896,0.7456,5551,6
1540,2625.8217,2773.6635,30.300731,80,6110,644,4.6269,0.773,10799,7
1541,3545.2342,383.7995,28.515668,3764,9910,3437,1.5714,0.9199,8904,8
1542,534.3935,20.9472,2.678923,10170,6660,4554,4.1095,0.4268,10803,7
1543,2836.5654,3352.175,7.025036,17117,1239,611,1.1217,0.2934,8631,6
1544,1282.8214,3209.1012,31.127508,3977,15065,4303,5.3771,0.6397,11726,8
1545,4814.6347,2053.9499,10.391271,17769,5621,1544,1.0696,0.4157,12071,0
1546,2417.7334,2448.2255,25.203554,2125,1487,3540,7.926,0.5946,3342,3
1547,4029.9647,2077.2208,27.24413,6653,4682,1467,5.7094,0.42,5551,3
1548,2751.1372,120.035,14.175431,5284,11491,917,7.2673,0.153,11285,4
1549,217.0722,1676.8647,47.421263,7177,4471,1182,4.2433,0.4694,4239,7
1550,3165.7605,885.4195,42.123221,18677,11724,2147,3.8768,0.6909,1784,9
1551,4757.0172,492.13,36.118703,12410,13889,2273,1.0723,0.7993,9060,0
1552,3008.0631,4783.6026,3.899786,12320,7178,852,5.2862,0.4933,14689,5
1553,4095.9461,2996.8026,5.30659,998,13202,4537,5.1936,0.1652,1489,8
1554,4421.0335,3643.2841,24.639118,11002,5442,720,4.7342,0.4147,7161,9
1555,1140.4066,1576.8256,8.035751,4665,18225,4681,7.4311,0.7863,468,7
1556,1060.2321,1965.7417,48.913275,18742,11720,2015,8.3418,0.4129,5584,1
1557,3054.9088,1184.6276,7.926096,18064,5398,3473,7.5328,0.6965,13165,6
1558,2055.1482,484.8374,24.373443,13118,1622,3643,1.5243,0.5072,12114,4
1559,4199.3081,895.1664,18.206116,11232,17946,3871,6.2584,0.2412,1418,1
1560,4500.1166,3987.5723,31.969357,7441,17801,64,0.8952,0.7962,13207,0
1561,1767.1134,3387.7323,6.451908,19912,4191,4864,6.9768,0.0842,5906,1
1562,1184.3604,2734.6489,21.515878,11219,5055,560,3.8802,0.5249,1777,9
1563,3902.6298,2375.4546,13.735324,15609,1131,1734,1.4117,0.2089,1082,5
1564,1374.0374,4612.1722,44.387587,19130,14072,670,8.6343,0.0671,13438,7
1565,4113.0734,363.684,2.029382,4091,19982,3895,6.1787,0.5029,13129,2
1566,2118.697,1403.0113,45.686383,7472,11937,1543,3.6118,0.4996,2926,4
1567,3337.7528,1749.6958,41.649724,3744,2119,1272,0.4042,0.7069,4085,1
1568,477.6856,3912.1312,14.878606,10197,664,2416,5.4194,0.7448,12254,7
1569,3119.3004,4962.5732,39.464554,7009,19019,2792,9.2399,0.7278,7629,3
1570,2258.8439,1203.3602,1.560775,3325,15736,4714,6.0042,0.4096,6196,9
1571,2933.0464,4371.5379,48.343281,8633,19159,3055,9.7193,0.6317,1012,5
1572,840.0794,4153.1155,26.329794,19642,19875,2459,1.4509,0.5769,7903,2
1573,3684.3714,1123.2947,15.164121,227,9764,3066,5.7262,0.4216,814,7
1574,4313.9868,1996.6689,18.129224,14864,17908,1164,8.0014,0.5972,12139,7
1575,1083.7068,2048.3702,3.320361,16028,8054,4560,5.3029,0.9472,10509,2
1576,478.5818,4891.1036,49.467477,18786,17372,2750,1.0016,0.1929,10336,8
1577,118.2027,904.4677,1.964693,4719,3846,1949,5.8706,0.9058,273,9
1578,3209.8611,3995.7919,32.745391,17409,13497,60,6.1562,0.0535,3645,4
1579,3035.4741,1670.9702,22.136852,5673,6302,3103,7.3142,0.3084,1717,9
1580,2733.4916,3654.3544,47.445816,15263,11886,333,7.636,0.2881,6277,8
1581,1159.7432,2100.0608,12.300062,17255,16483,4172,7.7306,0.6264,11168,6
1582,1954.5361,2891.803,26.604388,3200,2289,190,6.6681,0.1312,6233,9
1583,2972.3857,4163.0605,24.117862,18130,7797,3561,2.2365,0.8823,6829,2
1584,2483.8393,4020.8298,35.143352,5271,7264,296,4.1019,0.8286,12293,5
1585,4938.9277,4332.1173,3.400605,12751,12778,2549,7.7837,0.6521,357,9
1586,682.2074,298.096,9.689537,7898,8771,177,9.5389,0.4584,13655,1
1587,3475.7258,3460.2558,10.72832,8665,7386,800,0.8816,0.933,204,5
1588,2021.5998,699.9455,36.907564,14893,14863,806,5.4018,0.8307,3746,4
1589,2141.0038,2079.0987,9.457016,8272,8465,1743,3.194,0.4993,1597,2
1590,3587.9917,2742.9466,28.674631,5159,4882,215,2.3314,0.7019,6615,6
1591,3462.1838,2013.7034,10.76227,12845,16019,1880,5.1075,0.5669,14800,3
1592,4956.2801,2598.0632,43.081261,590,15692,2701,6.1003,0.5879,497,5
1593,641.9802,4982.6316,47.109279,9553,9368,597,0.1967,0.331,12990,8
1594,520.5572,676.0952,25.924697,16268,414,1718,7.824,0.4621,13125,5
1595,3621.6968,3377.2835,17.615509,18269,17935,1356,8.2168,0.0781,63,3
1596,2891.9388,1980.0109,11.702965,16160,14715,4224,9.6586,0.3573,1580,9
1597,1370.8106,665.0577,2.489145,14264,7142,1293,1.8884,0.6958,12527,1
1598,397.1061,793.6922,13.425077,5400,13183,2599,5.9861,0.9532,8732,8
1599,428.3004,4746.366,32.711824,8504,16226,3438,4.3236,0.9631,4294,3
1600,4470.9554,4398.0087,26.680893,1077,1947,4715,3.4148,0.5557,4877,3
1601,959.3447,4535.2107,47.20207,7236,192,142,5.6998,0.6066,7851,1
1602,1616.8646,4957.664,19.813923,16418,16425,3217,7.8456,0.1857,4126,4
1603,1133.2897,1041.5849,34.693198,1842,14176,2840,0.3282,0.6953,2714,5
1604,1774.988,1777.2031,24.466188,4482,10052,4341,9.6971,0.0707,5329,9
1605,347.1285,3346.0985,25.62886,1135,5893,3514,8.1178,0.2847,13375,5
1606,2595.3038,2419.0179,13.388789,13140,3450,2751,7.5364,0.6684,9273,2
1607,338.0721,2091.9535,22.747593,7772,8328,1715,7.6278,0.3103,10048,8
1608,4001.7845,1789.0627,23.539303,8568,5910,1136,3.9517,0.0498,7888,6
1609,1168.5681,2968.9072,35.332155,8916,12394,3722,7.541,0.8319,11697,2
1610,2700.0642,2877.9714,47.032006,13899,1942,1910,3.929,0.3103,3380,3
1611,4400.3966,807.2976,16.466131,1914,4222,2248,8.9972,0.0631,1599,6
1612,3254.3903,2358.7045,2.110119,4298,6544,4517,1.8545,0.0748,7634,7
1613,2664.7936,2767.3633,24.814807,1943,17943,4103,2.9942,0.2518,9821,5
1614,1621.6755,2851.439,27.223112,17716,14013,1549,5.5582,0.178,3179,3
1615,1665.0162,1050.5439,8.422111,338,2122,2640,3.2602,0.7743,8045,1
1616,3347.4381,3711.3595,38.023254,14257,17413,4767,4.2999,0.3217,10840,9
1617,4970.6969,126.0052,49.246457,10058,11727,4512,4.975,0.8047,5114,7
1618,3309.1993,1774.1657,47.288741,8984,5657,2832,8.5779,0.1738,3373,0
1619,2788.9215,3901.0654,9.855382,19996,8968,1007,5.2796,0.4929,6764,8
1620,3653.2552,2819.469,43.768174,16284,19423,3222,3.6884,0.688,1070,7
1621,2326.0334,1305.8196,35.224711,3701,15765,3063,2.5526,0.652,14413,2
1622,300.7211,3474.7686,22.692383,12146,15874,4524,4.1459,0.6011,2777,9
1623,2811.4885,2836.959,27.030596,6119,11080,3053,5.2058,0.9248,1193,3
1624,4788.1268,3981.2201,42.480024,2674,18263,4430,7.4865,0.2285,814,9
1625,876.523,3675.1286,24.006799,2123,2272,2320,1.2984,0.4937,1153,3
1626,3450.0276,3050.5435,18.660431,11978,1608,3540,2.2939,0.884,5833,1
1627,1004.6764,2440.8935,24.662425,8251,19524,2367,3.8586,0.0779,10948,9
1628,2679.1431,665.9193,28.956532,18447,15680,527,3.6679,0.0559,1884,4
1629,483.3913,1306.6725,9.453964,17639,16990,2808,3.9783,0.2333,268,2
1630,2251.8602,2095.5032,45.045396,3689,3666,1196,7.9559,0.633,3672,0
1631,3780.8191,2996.5004,33.70938,3749,16309,1754,3.3091,0.2599,2813,1
1632,1737.8641,2568.5441,31.663483,6343,5853,1673,5.0688,0.1902,14062,6
1633,3324.562,1440.9297,4.974901,16276,5463,2029,6.2767,0.4588,12873,0
1634,3977.2518,32.3317,30.208736,13666,18529,1655,2.3986,0.6136,6563,1
1635,4635.8898,2481.2011,6.048121,4131,4271,4550,7.2151,0.2486,7014,9
1636,1173.2181,1428.1371,3.934976,3030,15698,4842,5.5164,0.3007,14179,6
1637,1996.5856,3673.0442,26.365592,19231,17761,4042,4.5231,0.6136,13473,0
1638,762.0885,119.7411,20.139336,13183,3463,848,8.1169,0.9457,5178,6
1639,4962.4176,2924.1432,29.440555,4036,15475,868,2.5106,0.6747,4086,7
1640,4635.0056,4707.3718,4.461199,15128,348,774,8.8434,0.7829,384,1
1641,2699.7903,872.0546,21.54921,2900,16385,543,5.6544,0.3668,12149,3
1642,4210.1681,2358.2527,8.739418,9639,63,4418,6.1308,0.2723,2851,6
1643,2604.7947,457.119,49.355006,13223,1784,786,8.7631,0.4543,14846,0
1644,3117.9322,3128.4133,28.057555,17297,8418,3306,8.1941,0.8071,12718,5
1645,445.6313,2752.6629,34.371874,4243,6567,4636,6.0555,0.4563,11604,4
1646,3776.3545,2036.8335,16.270981,18096,17427,2884,7.5566,0.8467,6722,5
1647,638.5761,2606.8899,4.737036,1440,10873,449,4.3899,0.9888,7084,7
1648,4130.3399,4482.8743,48.793546,5614,15319,3311,5.519,0.072,1050,0
1649,3910.1426,981.4795,14.313023,5376,1235,4586,0.7145,0.0454,1834,2
1650,3543.7264,112.8323,21.190467,8878,1985,1906,0.9896,0.1496,14925,8
1651,180.8115,4308.3258,32.493231,2467,17979,4560,8.3113,0.3844,8990,7
1652,1515.6487,2885.5896,1.234962,7825,1953,4410,0.6907,0.131,4468,3
1653,1315.5702,4453.2934,40.512975,12330,18080,3252,1.7771,0.8707,2976,9
1654,1800.6884,2984.7301,26.828956,11631,17339,385,7.9787,0.0231,5156,8
1655,438.2229,4050.8073,13.910932,17350,3292,295,0.1113,0.3158,7699,6
1656,4684.7897,2148.3725,3.080493,14204,8549,1239,2.8958,0.1847,14102,1
1657,2769.0157,3749.3022,8.125005,6929,14505,4858,5.882,0.9315,8001,0
1658,1527.6285,4565.2082,44.751703,9112,11788,2817,5.995,0.6695,14137,0
1659,1984.9136,2860.6191,34.301243,8121,969,1099,7.7938,0.912,1291,2
1660,2236.0182,903.9339,12.495161,11065,16626,1738,5.1087,0.9723,7962,9
1661,3002.9757,1343.9954,3.280132,17893,4235,2190,5.1431,0.4971,7600,1
1662,2578.402,993.2309,34.530797,9405,8339,2766,7.2806,0.2343,7187,3
1663,4596.9607,1234.2927,28.620429,872,7350,1223,5.0364,0.1937,7507,7
1664,2484.8224,1532.0842,20.226036,12583,13369,3243,6.1241,0.2229,2188,4
1665,4960.7902,2775.6734,18.180636,864,15202,3900,8.988,0.7086,8259,4
1666,4257.1263,2939.9623,10.840792,14884,16071,4324,4.0744,0.0404,13303,5
1667,1042.5605,2132.5045,33.480596,12146,8735,411,3.9127,0.0514,13842,4
1668,4652.9768,3077.1077,48.533404,3056,8884,3000,0.1351,0.6081,9585,4
1669,581.8408,407.8838,8.785845,12187,1026,2946,6.1729,0.6421,14597,6
1670,4087.2504,438.9503,29.855871,2683,12198,4787,0.3947,0.6653,7792,5
1671,1903.1227,859.1556,21.20931,12883,3360,878,5.0911,0.3719,12184,9
1672,4389.8728,2590.3923,22.334491,5279,5258,787,8.0619,0.8059,11214,1
1673,4340.2848,1069.9813,12.707439,13806,2952,2110,5.5442,0.5336,6771,0
1674,4029.6289,1416.4292,41.256761,16998,7390,1987,2.7694,0.1055,9894,0
1675,3950.1543,2001.5702,24.262832,1873,14667,879,7.8831,0.7971,8771,3
1676,1523.4026,4059.3325,27.170338,11347,14953,1608,2.7702,0.9531,7935,1
1677,404.6056,69.3205,15.238115,7724,18940,2404,7.357,0.06,1606,5
1678,2014.9069,3246.8976,9.090505,13872,14228,71,6.1416,0.3914,12236,8
1679,867.6308,3344.386,4.295611,15947,17535,2311,1.783,0.4875,7988,9
1680,3474.7585,3993.2809,35.705986,7190,15625,4402,9.0608,0.1465,7166,9
1681,1730.5052,4663.7654,9.811794,12753,1736,3296,2.0864,0.8677,13515,7
1682,4878.0512,100.699,34.503799,11566,17423,762,9.8969,0.2841,14975,3
1683,3204.864,768.927,19.518883,6943,6370,4684,0.1724,0.783,6055,1
1684,4112.4046,4430.8576,20.788798,14731,7128,2122,2.7085,0.671,10171,0
1685,662.632,2292.5982,23.458928,11384,2913,3583,2.0786,0.598,4506,6
1686,4310.0738,2822.9575,18.385489,245,15465,4198,0.2385,0.1921,11073,9
1687,4613.7867,3315.1394,5.031089,21,12607,1630,7.3504,0.2207,7248,2
1688,2435.3147,3395.3362,15.48166,13918,1243,4289,6.9649,0.0473,5808,5
1689,3031.2686,4658.7027,33.186752,13722,15637,1086,7.9443,0.2407,6257,4
1690,3824.0514,4984.7471,33.289253,5768,10109,2458,2.6413,0.3454,10863,4
1691,874.2014,3600.7901,14.311287,10248,8099,4396,4.4989,0.8331,11909,1
1692,2512.8354,1436.1132,23.005185,3516,3413,3267,6.6252,0.3664,8052,8
1693,1993.3212,4398.7632,9.672442,1911,18884,454,4.4537,0.7546,13128,3
1694,731.8785,246.1141,10.518683,10751,11633,2622,7.0035,0.4394,4285,9
1695,1837.6784,1155.412,1.152452,8077,13232,619,6.3763,0.7849,12565,0
1696,340.8709,4486.9296,44.837338,18007,15184,637,1.235,0.9763,14049,1
1697,129.0693,1280.965,10.535412,15052,7161,2349,7.8323,0.2398,14439,8
1698,675.8401,1103.2631,11.376771,4315,19930,4875,7.2347,0.8623,2155,6
1699,4815.5759,690.6351,13.980144,2454,17598,3037,6.5928,0.6218,7743,9
1700,2747.6522,4295.5602,6.370491,2016,11124,2250,1.6354,0.8173,14228,1
1701,4829.1111,2500.2963,31.96318,10237,16803,2722,2.7532,0.6516,14266,6
1702,2162.4951,3374.4693,3.75724,2801,4961,2350,3.9925,0.4239,2805,3
1703,1559.0875,1195.3395,6.710208,9024,789,4433,2.8713,0.2281,2221,9
1704,2530.7143,3790.2045,32.237872,11885,18256,1995,2.3553,0.07,12182,1
1705,2197.564,3800.0301,16.983097,16353,13351,2821,8.073,0.5355,9191,3
1706,528.3324,1562.997,35.397421,12883,18410,1072,6.4185,0.9903,722,4
1707,3204.1352,2053.4191,27.871281,10347,2447,2032,5.6982,0.738,9407,3
1708,1080.1988,1048.4593,12.801133,14036,16184,1250,2.3369,0.3273,9886,2
1709,3097.9436,4882.8054,32.541432,16109,8753,1296,9.189,0.8272,6975,5
1710,3251.009,3228.0164,5.813772,2854,19036,3557,1.9927,0.769,14561,0
1711,760.1327,4672.7201,26.820566,18621,13441,328,7.97,0.2816,5804,7
1712,306.7575,1516.9347,21.857462,4177,12097,797,9.6701,0.0143,3395,4
1713,3903.8101,3909.4567,13.393752,2156,16924,2862,7.2982,0.1182,4026,7
1714,2299.0075,3829.2956,30.200289,6830,6500,4761,9.9293,0.8773,11772,9
1715,290.8284,3458.2813,43.566692,1887,14768,2794,6.5454,0.8366,8129,3
1716,4974.3316,4828.1952,49.945235,6472,19674,3095,2.2529,0.2952,14470,3
1717,288.9122,1967.7827,30.388178,12590,11338,2978,2.1178,0.2852,5157,4
1718,3475.1792,653.5953,20.235353,8392,15820,963,3.3132,0.7929,14429,4
1719,4918.3948,3358.5476,11.260432,19325,15785,1269,0.1706,0.9377,14411,5
1720,1195.9081,3646.5517,12.854879,19875,19143,373,6.8488,0.7791,10996,4
1721,711.2554,2875.3071,23.972801,13351,5312,4381,2.7598,0.6056,10423,4
1722,606.9335,1034.0974,18.363948,7900,11453,2569,8.1703,0.2427,4813,7
1723,1516.3827,2522.2847,45.690735,307,14575,4903,3.6558,0.5257,8651,5
1724,505.238,1560.9556,18.414837,3076,18280,4743,4.8516,0.2335,9894,1
1725,3460.8098,2137.3384,18.672292,18041,15953,3694,9.6603,0.808,8819,3
1726,311.4684,3226.0964,19.176787,7245,2501,1605,2.4975,0.387,2457,3
1727,2547.1155,3726.0763,41.831027,6612,14719,96,7.2404,0.8337,207,4
1728,4983.4843,1161.1311,32.539451,19077,2830,4370,7.5757,0.3816,11509,5
1729,4069.8532,2026.6327,30.708481,14135,48,3942,2.2879,0.8241,1357,4
1730,3076.101,1345.8152,16.707218,18149,2365,1201,5.0599,0.3333,12961,5
1731,1531.275,993.1661,40.895227,276,12865,3945,3.567,0.4401,11789,7
1732,3119.4829,3916.9383,1.918289,5272,8178,4880,7.7419,0.6155,7462,3
1733,2635.212,4546.2644,43.539872,7332,13348,132,6.2626,0.0703,7157,2
1734,2130.4227,1851.1672,25.637544,11554,7932,3116,4.8122,0.9482,14266,8
1735,653.5606,3756.3971,19.912572,11574,19187,1391,7.8157,0.5736,8152,2
1736,4433.0222,4484.9775,24.858414,19845,12842,1150,2.428,0.5078,10132,7
1737,2248.9287,4230.6226,33.37081,10073,11845,3511,7.5609,0.8394,10988,9
1738,973.1206,914.0751,0.63837,16018,8595,3648,8.6672,0.8658,12561,4
1739,1838.8031,4781.4598,43.577606,18229,13419,808,8.7984,0.5223,6523,8
1740,2070.6546,1883.3884,22.337032,16456,2087,4840,7.8584,0.9273,2674,2
1741,4137.6912,1696.2099,17.148392,7387,10420,51,4.1393,0.0647,1050,9
1742,3668.0746,312.166,6.912364,6863,11603,3209,9.8199,0.1132,6824,9
1743,3846.5268,2430.8734,21.973325,7341,11183,56,3.858,0.5968,2592,7
1744,55.1662,545.077,24.816189,9488,12836,3665,6.4224,0.3541,6877,6
1745,2080.7758,1242.7066,20.182394,15062,17534,744,1.6946,0.4642,11982,6
1746,2406.7259,1584.7199,33.933037,7636,16447,4539,9.8064,0.3281,4005,9
1747,95.9712,4044.1335,21.044884,14605,3154,2877,7.0695,0.4047,5974,8
1748,1299.0734,4377.4445,48.070883,17428,9201,80,7.5584,0.8226,8283,7
1749,3801.4515,1512.3386,29.963916,3043,10224,4473,0.7512,0.5935,8668,2
1750,685.5572,4293.492,40.373916,17199,10274,3941,7.6578,0.9973,8057,5
1751,2676.5553,4286.1561,5.467884,10387,752,2967,7.7698,0.7869,2047,5
1752,1076.0172,3823.2571,19.864625,11693,8850,3729,6.7505,0.2737,13014,4
1753,60.6138,733.4841,16.842451,15226,17085,4537,2.9899,0.2643,5308,2
1754,1206.0149,3451.6173,28.474162,16694,16221,126,4.9479,0.3359,7737,8
1755,4879.369,4725.1209,43.05569,6662,10349,219,1.1933,0.8433,3691,6
1756,4007.6875,3412.7056,3.917003,10254,17925,948,4.7687,0.0273,12218,3
1757,4797.8836,1658.0909,3.628833,18262,19417,4374,2.5139,0.2302,3267,5
1758,2439.2753,2502.9016,42.5159,18871,6168,595,3.5561,0.9049,4630,4
1759,548.6899,3228.6288,10.642583,11938,6365,141,1.7097,0.6399,2746,0
1760,2739.802,2552.8569,33.437696,795,1984,2894,2.3775,0.2268,7024,1
1761,2271.8921,599.7735,27.143952,14599,14630,3056,0.858,0.2191,8277,0
1762,4221.787,1560.3271,41.644696,6787,16289,1631,9.207,0.8626,2640,8
1763,490.4219,4011.9821,6.254533,4015,11274,877,5.3511,0.8938,4937,8
1764,2441.2108,4307.0916,6.489235,7393,7649,4206,4.0277,0.2561,77,4
1765,750.2518,686.5088,27.840962,12546,7895,2661,5.3968,0.4205,6474,7
1766,1623.3864,4761.9342,47.318938,5354,13306,3391,6.3201,0.8346,10623,9
1767,3686.788,1644.1198,20.749946,3408,12926,4892,9.2266,0.771,3505,3
1768,2380.0959,3311.5721,16.347172,17359,18699,2030,1.8691,0.8139,2425,0
1769,1879.4477,3759.1282,30.334505,16054,10328,4825,3.026,0.5184,6485,3
1770,1972.3874,4059.7331,46.522437,13190,18034,2553,9.7603,0.9115,5297,6
1771,2297.2392,4728.7491,41.846408,11214,11412,3612,3.7748,0.326,6568,1
1772,3925.0849,1564.6046,49.774181,7249,6901,1041,0.3234,0.1567,6087,1
1773,4460.4245,4292.5337,1.128527,4370,16138,315,1.5617,0.7087,2222,5
1774,4776.6739,658.4432,5.642996,8051,3801,3460,0.3608,0.5394,406,8
1775,3934.5191,3525.2075,30.473427,16849,2479,4173,9.9002,0.8546,2130,2
1776,1577.0413,3709.8912,41.02884,5416,9968,3026,2.8608,0.0812,12309,6
1777,3440.6766,3388.6194,14.262289,15399,10159,2947,9.2431,0.8437,6835,9
1778,2188.0212,1261.5812,11.96063,8116,7055,3237,9.9593,0.2933,398,8
1779,1273.3606,4365.217,39.348811,288,6060,3681,6.0384,0.6549,14666,8
1780,4204.3595,844.3006,2.819187,3196,9960,4808,0.4286,0.0401,14561,3
1781,192.1414,268.1834,18.469195,18377,12008,3107,0.9078,0.6096,9993,1
1782,4508.8109,3587.3278,25.290511,7451,8434,1538,4.8677,0.7173,3474,0
1783,2307.3927,2377.3838,28.017478,2926,6210,3873,4.1211,0.3688,10001,5
1784,3186.011,4245.4916,36.430785,14516,7116,1868,6.1012,0.2154,4990,4
1785,3296.773,1916.9919,17.742351,17505,13069,4950,4.4446,0.5376,3927,5
1786,4475.5898,841.4013,30.634256,5311,18641,1162,9.3474,0.8332,1945,6
1787,3183.352,4182.2126,29.268813,16831,3369,3921,5.3939,0.3235,8630,8
1788,3069.6718,2744.5527,27.38085,11761,16129,3883,6.9679,0.2525,5392,9
1789,333.2695,945.9871,32.024201,14897,2828,2757,8.9752,0.2789,5400,9
